cleaned,bigram,trigram
kali pakai xiaomi sya pakai redmi note redmi not xiaomi redmi note ku pakai adik sya bgtu handalnya xiaomi,"['kali pakai', 'pakai xiaomi', 'xiaomi sya', 'sya pakai', 'pakai redmi', 'redmi note', 'note redmi', 'redmi not', 'not xiaomi', 'xiaomi redmi', 'redmi note', 'note ku', 'ku pakai', 'pakai adik', 'adik sya', 'sya bgtu', 'bgtu handalnya', 'handalnya xiaomi']","['kali pakai xiaomi', 'pakai xiaomi sya', 'xiaomi sya pakai', 'sya pakai redmi', 'pakai redmi note', 'redmi note redmi', 'note redmi not', 'redmi not xiaomi', 'not xiaomi redmi', 'xiaomi redmi note', 'redmi note ku', 'note ku pakai', 'ku pakai adik', 'pakai adik sya', 'adik sya bgtu', 'sya bgtu handalnya', 'bgtu handalnya xiaomi']"
bikin sial dosa merugikan orang angkaangka,"['bikin sial', 'sial dosa', 'dosa merugikan', 'merugikan orang', 'orang angkaangka']","['bikin sial dosa', 'sial dosa merugikan', 'dosa merugikan orang', 'merugikan orang angkaangka']"
vivo s pro mini bang,"['vivo s', 's pro', 'pro mini', 'mini bang']","['vivo s pro', 's pro mini', 'pro mini bang']"
gua pengen kerja lu bang david,"['gua pengen', 'pengen kerja', 'kerja lu', 'lu bang', 'bang david']","['gua pengen kerja', 'pengen kerja lu', 'kerja lu bang', 'lu bang david']"
reviuw iphone nya bang asli dah bet,"['reviuw iphone', 'iphone nya', 'nya bang', 'bang asli', 'asli dah', 'dah bet']","['reviuw iphone nya', 'iphone nya bang', 'nya bang asli', 'bang asli dah', 'asli dah bet']"
hoki jg,['hoki jg'],[]
abangda bikin review tablet ter worth it dibeli,"['abangda bikin', 'bikin review', 'review tablet', 'tablet ter', 'ter worth', 'worth it', 'it dibeli']","['abangda bikin review', 'bikin review tablet', 'review tablet ter', 'tablet ter worth', 'ter worth it', 'worth it dibeli']"
boxnnya,[],[]
layar inovasi nada pelan,"['layar inovasi', 'inovasi nada', 'nada pelan']","['layar inovasi nada', 'inovasi nada pelan']"
p,[],[]
realme t bang,"['realme t', 't bang']",['realme t bang']
hargaa,[],[]
xiaomi tolong buka pabrik indonesia donk biar orang indonesia mumpuni pekerjaan layak xiaomi berinovasi apple xiaomi,"['xiaomi tolong', 'tolong buka', 'buka pabrik', 'pabrik indonesia', 'indonesia donk', 'donk biar', 'biar orang', 'orang indonesia', 'indonesia mumpuni', 'mumpuni pekerjaan', 'pekerjaan layak', 'layak xiaomi', 'xiaomi berinovasi', 'berinovasi apple', 'apple xiaomi']","['xiaomi tolong buka', 'tolong buka pabrik', 'buka pabrik indonesia', 'pabrik indonesia donk', 'indonesia donk biar', 'donk biar orang', 'biar orang indonesia', 'orang indonesia mumpuni', 'indonesia mumpuni pekerjaan', 'mumpuni pekerjaan layak', 'pekerjaan layak xiaomi', 'layak xiaomi berinovasi', 'xiaomi berinovasi apple', 'berinovasi apple xiaomi']"
riview oppo find x bang,"['riview oppo', 'oppo find', 'find x', 'x bang']","['riview oppo find', 'oppo find x', 'find x bang']"
pas david bilang otaku langsung sim ejektor udah review gaada david langsung kerasa,"['pas david', 'david bilang', 'bilang otaku', 'otaku langsung', 'langsung sim', 'sim ejektor', 'ejektor udah', 'udah review', 'review gaada', 'gaada david', 'david langsung', 'langsung kerasa']","['pas david bilang', 'david bilang otaku', 'bilang otaku langsung', 'otaku langsung sim', 'langsung sim ejektor', 'sim ejektor udah', 'ejektor udah review', 'udah review gaada', 'review gaada david', 'gaada david langsung', 'david langsung kerasa']"
i phone jiplak xiaomi ama poco ya ya didunia pergedetan jiplak,"['i phone', 'phone jiplak', 'jiplak xiaomi', 'xiaomi ama', 'ama poco', 'poco ya', 'ya ya', 'ya didunia', 'didunia pergedetan', 'pergedetan jiplak']","['i phone jiplak', 'phone jiplak xiaomi', 'jiplak xiaomi ama', 'xiaomi ama poco', 'ama poco ya', 'poco ya ya', 'ya ya didunia', 'ya didunia pergedetan', 'didunia pergedetan jiplak']"
xiaomi nyenggol iphone diembargo trump gabisa beli processor mantap,"['xiaomi nyenggol', 'nyenggol iphone', 'iphone diembargo', 'diembargo trump', 'trump gabisa', 'gabisa beli', 'beli processor', 'processor mantap']","['xiaomi nyenggol iphone', 'nyenggol iphone diembargo', 'iphone diembargo trump', 'diembargo trump gabisa', 'trump gabisa beli', 'gabisa beli processor', 'beli processor mantap']"
xiaomi tunjukin gebrak gue berusaha buatanmu gue tujukin harga terjangkau,"['xiaomi tunjukin', 'tunjukin gebrak', 'gebrak gue', 'gue berusaha', 'berusaha buatanmu', 'buatanmu gue', 'gue tujukin', 'tujukin harga', 'harga terjangkau']","['xiaomi tunjukin gebrak', 'tunjukin gebrak gue', 'gebrak gue berusaha', 'gue berusaha buatanmu', 'berusaha buatanmu gue', 'buatanmu gue tujukin', 'gue tujukin harga', 'tujukin harga terjangkau']"
oppo find x bang keren ni kayanya,"['oppo find', 'find x', 'x bang', 'bang keren', 'keren ni', 'ni kayanya']","['oppo find x', 'find x bang', 'x bang keren', 'bang keren ni', 'keren ni kayanya']"
desain gitu udah iphone duluan,"['desain gitu', 'gitu udah', 'udah iphone', 'iphone duluan']","['desain gitu udah', 'gitu udah iphone', 'udah iphone duluan']"
ipong mewek,['ipong mewek'],[]
vivo x pro vivo x ultra,"['vivo x', 'x pro', 'pro vivo', 'vivo x', 'x ultra']","['vivo x pro', 'x pro vivo', 'pro vivo x', 'vivo x ultra']"
juta dapet android niru brand nomer marketcap dunia wkwkwkwk,"['juta dapet', 'dapet android', 'android niru', 'niru brand', 'brand nomer', 'nomer marketcap', 'marketcap dunia', 'dunia wkwkwkwk']","['juta dapet android', 'dapet android niru', 'android niru brand', 'niru brand nomer', 'brand nomer marketcap', 'nomer marketcap dunia', 'marketcap dunia wkwkwkwk']"
kasihan banget penyepong buahan gara kemakan gengsi mata hati tertutup reality,"['kasihan banget', 'banget penyepong', 'penyepong buahan', 'buahan gara', 'gara kemakan', 'kemakan gengsi', 'gengsi mata', 'mata hati', 'hati tertutup', 'tertutup reality']","['kasihan banget penyepong', 'banget penyepong buahan', 'penyepong buahan gara', 'buahan gara kemakan', 'gara kemakan gengsi', 'kemakan gengsi mata', 'gengsi mata hati', 'mata hati tertutup', 'hati tertutup reality']"
poco m niru gw lo,"['poco m', 'm niru', 'niru gw', 'gw lo']","['poco m niru', 'm niru gw', 'niru gw lo']"
fix beli xiaomi,"['fix beli', 'beli xiaomi']",['fix beli xiaomi']
xiaomi jendela bang,"['xiaomi jendela', 'jendela bang']",['xiaomi jendela bang']
handphone nya panas sorry ngak tertarik,"['handphone nya', 'nya panas', 'panas sorry', 'sorry ngak', 'ngak tertarik']","['handphone nya panas', 'nya panas sorry', 'panas sorry ngak', 'sorry ngak tertarik']"
rom gb rom tb nambah nya juta hati nie xiaomi,"['rom gb', 'gb rom', 'rom tb', 'tb nambah', 'nambah nya', 'nya juta', 'juta hati', 'hati nie', 'nie xiaomi']","['rom gb rom', 'gb rom tb', 'rom tb nambah', 'tb nambah nya', 'nambah nya juta', 'nya juta hati', 'juta hati nie', 'hati nie xiaomi']"
review blunder,['review blunder'],[]
gblk banget napa ya nama desain miripin unggul ngangkat nama iphone brand iphone tertinggal inovasi,"['gblk banget', 'banget napa', 'napa ya', 'ya nama', 'nama desain', 'desain miripin', 'miripin unggul', 'unggul ngangkat', 'ngangkat nama', 'nama iphone', 'iphone brand', 'brand iphone', 'iphone tertinggal', 'tertinggal inovasi']","['gblk banget napa', 'banget napa ya', 'napa ya nama', 'ya nama desain', 'nama desain miripin', 'desain miripin unggul', 'miripin unggul ngangkat', 'unggul ngangkat nama', 'ngangkat nama iphone', 'nama iphone brand', 'iphone brand iphone', 'brand iphone tertinggal', 'iphone tertinggal inovasi']"
coba hp poco c bg,"['coba hp', 'hp poco', 'poco c', 'c bg']","['coba hp poco', 'hp poco c', 'poco c bg']"
iphone jualan gengsi pelit inovasi senasib kya blackberry ntar kalo tetep patok harga mahal minim keunggulan,"['iphone jualan', 'jualan gengsi', 'gengsi pelit', 'pelit inovasi', 'inovasi senasib', 'senasib kya', 'kya blackberry', 'blackberry ntar', 'ntar kalo', 'kalo tetep', 'tetep patok', 'patok harga', 'harga mahal', 'mahal minim', 'minim keunggulan']","['iphone jualan gengsi', 'jualan gengsi pelit', 'gengsi pelit inovasi', 'pelit inovasi senasib', 'inovasi senasib kya', 'senasib kya blackberry', 'kya blackberry ntar', 'blackberry ntar kalo', 'ntar kalo tetep', 'kalo tetep patok', 'tetep patok harga', 'patok harga mahal', 'harga mahal minim', 'mahal minim keunggulan']"
c to c ya charger nya aneh,"['c to', 'to c', 'c ya', 'ya charger', 'charger nya', 'nya aneh']","['c to c', 'to c ya', 'c ya charger', 'ya charger nya', 'charger nya aneh']"
xiaomi air wkwk,"['xiaomi air', 'air wkwk']",['xiaomi air wkwk']
iphone negara ya made in china kah bikin orang contek contekan,"['iphone negara', 'negara ya', 'ya made', 'made in', 'in china', 'china kah', 'kah bikin', 'bikin orang', 'orang contek', 'contek contekan']","['iphone negara ya', 'negara ya made', 'ya made in', 'made in china', 'in china kah', 'china kah bikin', 'kah bikin orang', 'bikin orang contek', 'orang contek contekan']"
kualitas video bagus iphone iri keliru bg kualitas video keamanan ui os jaminan update efisiensi ios somay bakso iri brandingan an jir sebangga dijuliki apple,"['kualitas video', 'video bagus', 'bagus iphone', 'iphone iri', 'iri keliru', 'keliru bg', 'bg kualitas', 'kualitas video', 'video keamanan', 'keamanan ui', 'ui os', 'os jaminan', 'jaminan update', 'update efisiensi', 'efisiensi ios', 'ios somay', 'somay bakso', 'bakso iri', 'iri brandingan', 'brandingan an', 'an jir', 'jir sebangga', 'sebangga dijuliki', 'dijuliki apple']","['kualitas video bagus', 'video bagus iphone', 'bagus iphone iri', 'iphone iri keliru', 'iri keliru bg', 'keliru bg kualitas', 'bg kualitas video', 'kualitas video keamanan', 'video keamanan ui', 'keamanan ui os', 'ui os jaminan', 'os jaminan update', 'jaminan update efisiensi', 'update efisiensi ios', 'efisiensi ios somay', 'ios somay bakso', 'somay bakso iri', 'bakso iri brandingan', 'iri brandingan an', 'brandingan an jir', 'an jir sebangga', 'jir sebangga dijuliki', 'sebangga dijuliki apple']"
bang review oppo find x pro,"['bang review', 'review oppo', 'oppo find', 'find x', 'x pro']","['bang review oppo', 'review oppo find', 'oppo find x', 'find x pro']"
xiaomi udah duluan bang seri xiaomi ultra modelnya belakangnya,"['xiaomi udah', 'udah duluan', 'duluan bang', 'bang seri', 'seri xiaomi', 'xiaomi ultra', 'ultra modelnya', 'modelnya belakangnya']","['xiaomi udah duluan', 'udah duluan bang', 'duluan bang seri', 'bang seri xiaomi', 'seri xiaomi ultra', 'xiaomi ultra modelnya', 'ultra modelnya belakangnya']"
ko tolong rekomend hp bs gaming nonton klo ambil rog ud ketinggalan utk thn kcuali rog mw keluarin terbaru utk hrg kisaran ms ok,"['ko tolong', 'tolong rekomend', 'rekomend hp', 'hp bs', 'bs gaming', 'gaming nonton', 'nonton klo', 'klo ambil', 'ambil rog', 'rog ud', 'ud ketinggalan', 'ketinggalan utk', 'utk thn', 'thn kcuali', 'kcuali rog', 'rog mw', 'mw keluarin', 'keluarin terbaru', 'terbaru utk', 'utk hrg', 'hrg kisaran', 'kisaran ms', 'ms ok']","['ko tolong rekomend', 'tolong rekomend hp', 'rekomend hp bs', 'hp bs gaming', 'bs gaming nonton', 'gaming nonton klo', 'nonton klo ambil', 'klo ambil rog', 'ambil rog ud', 'rog ud ketinggalan', 'ud ketinggalan utk', 'ketinggalan utk thn', 'utk thn kcuali', 'thn kcuali rog', 'kcuali rog mw', 'rog mw keluarin', 'mw keluarin terbaru', 'keluarin terbaru utk', 'terbaru utk hrg', 'utk hrg kisaran', 'hrg kisaran ms', 'kisaran ms ok']"
bang riview vivo pro,"['bang riview', 'riview vivo', 'vivo pro']","['bang riview vivo', 'riview vivo pro']"
hp kebutuhan sehari mudah bawa kalo main game berat panas yah mending pc udh gitu daripda banding bandingin,"['hp kebutuhan', 'kebutuhan sehari', 'sehari mudah', 'mudah bawa', 'bawa kalo', 'kalo main', 'main game', 'game berat', 'berat panas', 'panas yah', 'yah mending', 'mending pc', 'pc udh', 'udh gitu', 'gitu daripda', 'daripda banding', 'banding bandingin']","['hp kebutuhan sehari', 'kebutuhan sehari mudah', 'sehari mudah bawa', 'mudah bawa kalo', 'bawa kalo main', 'kalo main game', 'main game berat', 'game berat panas', 'berat panas yah', 'panas yah mending', 'yah mending pc', 'mending pc udh', 'pc udh gitu', 'udh gitu daripda', 'gitu daripda banding', 'daripda banding bandingin']"
emg udh xiaomi pro,"['emg udh', 'udh xiaomi', 'xiaomi pro']","['emg udh xiaomi', 'udh xiaomi pro']"
review hp vertu koh,"['review hp', 'hp vertu', 'vertu koh']","['review hp vertu', 'hp vertu koh']"
suka hasil warna dri kameranya,"['suka hasil', 'hasil warna', 'warna dri', 'dri kameranya']","['suka hasil warna', 'hasil warna dri', 'warna dri kameranya']"
duhhh bingung pilih cilok batagor duit rb,"['duhhh bingung', 'bingung pilih', 'pilih cilok', 'cilok batagor', 'batagor duit', 'duit rb']","['duhhh bingung pilih', 'bingung pilih cilok', 'pilih cilok batagor', 'cilok batagor duit', 'batagor duit rb']"
poco nya dijual bang,"['poco nya', 'nya dijual', 'dijual bang']","['poco nya dijual', 'nya dijual bang']"
kalo rear screen nya play video difungsikan teleprompter tuh,"['kalo rear', 'rear screen', 'screen nya', 'nya play', 'play video', 'video difungsikan', 'difungsikan teleprompter', 'teleprompter tuh']","['kalo rear screen', 'rear screen nya', 'screen nya play', 'nya play video', 'play video difungsikan', 'video difungsikan teleprompter', 'difungsikan teleprompter tuh']"
bang bikin konten,"['bang bikin', 'bikin konten']",['bang bikin konten']
suranya kerasa beda pas pakai kamera kayak muddy gitu,"['suranya kerasa', 'kerasa beda', 'beda pas', 'pas pakai', 'pakai kamera', 'kamera kayak', 'kayak muddy', 'muddy gitu']","['suranya kerasa beda', 'kerasa beda pas', 'beda pas pakai', 'pas pakai kamera', 'pakai kamera kayak', 'kamera kayak muddy', 'kayak muddy gitu']"
xiaomi iphone,['xiaomi iphone'],[]
sony ki perna gokil,"['sony ki', 'ki perna', 'perna gokil']","['sony ki perna', 'ki perna gokil']"
akhirnyaaaa xioami pro max,"['akhirnyaaaa xioami', 'xioami pro', 'pro max']","['akhirnyaaaa xioami pro', 'xioami pro max']"
review laptop bang edesi,"['review laptop', 'laptop bang', 'bang edesi']","['review laptop bang', 'laptop bang edesi']"
hp nya cocok kalo nonton film biru,"['hp nya', 'nya cocok', 'cocok kalo', 'kalo nonton', 'nonton film', 'film biru']","['hp nya cocok', 'nya cocok kalo', 'cocok kalo nonton', 'kalo nonton film', 'nonton film biru']"
bang david update video laptop terbaik dongg udah setaun belom update,"['bang david', 'david update', 'update video', 'video laptop', 'laptop terbaik', 'terbaik dongg', 'dongg udah', 'udah setaun', 'setaun belom', 'belom update']","['bang david update', 'david update video', 'update video laptop', 'video laptop terbaik', 'laptop terbaik dongg', 'terbaik dongg udah', 'dongg udah setaun', 'udah setaun belom', 'setaun belom update']"
lengkap gasih masharusnya layar game nyatapi pake case gatau namanya,"['lengkap gasih', 'gasih masharusnya', 'masharusnya layar', 'layar game', 'game nyatapi', 'nyatapi pake', 'pake case', 'case gatau', 'gatau namanya']","['lengkap gasih masharusnya', 'gasih masharusnya layar', 'masharusnya layar game', 'layar game nyatapi', 'game nyatapi pake', 'nyatapi pake case', 'pake case gatau', 'case gatau namanya']"
bahas tecno spark go bng davit,"['bahas tecno', 'tecno spark', 'spark go', 'go bng', 'bng davit']","['bahas tecno spark', 'tecno spark go', 'spark go bng', 'go bng davit']"
durable ya iphone,"['durable ya', 'ya iphone']",['durable ya iphone']
tumben bang hp riveiew buluk deket kamera debu nya,"['tumben bang', 'bang hp', 'hp riveiew', 'riveiew buluk', 'buluk deket', 'deket kamera', 'kamera debu', 'debu nya']","['tumben bang hp', 'bang hp riveiew', 'hp riveiew buluk', 'riveiew buluk deket', 'buluk deket kamera', 'deket kamera debu', 'kamera debu nya']"
please review iqoo kak david,"['please review', 'review iqoo', 'iqoo kak', 'kak david']","['please review iqoo', 'review iqoo kak', 'iqoo kak david']"
relmi gt pro,"['relmi gt', 'gt pro']",['relmi gt pro']
xiaomi bagis mending beli iphone,"['xiaomi bagis', 'bagis mending', 'mending beli', 'beli iphone']","['xiaomi bagis mending', 'bagis mending beli', 'mending beli iphone']"
sekedar info switch langsung kamera kamera,"['sekedar info', 'info switch', 'switch langsung', 'langsung kamera', 'kamera kamera']","['sekedar info switch', 'info switch langsung', 'switch langsung kamera', 'langsung kamera kamera']"
jt guru jadikan muridmu,"['jt guru', 'guru jadikan', 'jadikan muridmu']","['jt guru jadikan', 'guru jadikan muridmu']"
x ditonton x ditonton okt,"['x ditonton', 'ditonton x', 'x ditonton', 'ditonton okt']","['x ditonton x', 'ditonton x ditonton', 'x ditonton okt']"
oren jt,['oren jt'],[]
gila sehari dah tembus jt views bang,"['gila sehari', 'sehari dah', 'dah tembus', 'tembus jt', 'jt views', 'views bang']","['gila sehari dah', 'sehari dah tembus', 'dah tembus jt', 'tembus jt views', 'jt views bang']"
menit sampe kuntil anak duduk bangku taman,"['menit sampe', 'sampe kuntil', 'kuntil anak', 'anak duduk', 'duduk bangku', 'bangku taman']","['menit sampe kuntil', 'sampe kuntil anak', 'kuntil anak duduk', 'anak duduk bangku', 'duduk bangku taman']"
seakan nyindir user iphone selfie pakai kamera cermin,"['seakan nyindir', 'nyindir user', 'user iphone', 'iphone selfie', 'selfie pakai', 'pakai kamera', 'kamera cermin']","['seakan nyindir user', 'nyindir user iphone', 'user iphone selfie', 'iphone selfie pakai', 'selfie pakai kamera', 'pakai kamera cermin']"
nihhh tunggu,['nihhh tunggu'],[]
bang david compare xiaomi pro vs pura pro mgkin bagus hp,"['bang david', 'david compare', 'compare xiaomi', 'xiaomi pro', 'pro vs', 'vs pura', 'pura pro', 'pro mgkin', 'mgkin bagus', 'bagus hp']","['bang david compare', 'david compare xiaomi', 'compare xiaomi pro', 'xiaomi pro vs', 'pro vs pura', 'vs pura pro', 'pura pro mgkin', 'pro mgkin bagus', 'mgkin bagus hp']"
mahal banget ya,"['mahal banget', 'banget ya']",['mahal banget ya']
sebenernya layar belakangnya jg bs layar depanbisa buka youtubetiktok dll,"['sebenernya layar', 'layar belakangnya', 'belakangnya jg', 'jg bs', 'bs layar', 'layar depanbisa', 'depanbisa buka', 'buka youtubetiktok', 'youtubetiktok dll']","['sebenernya layar belakangnya', 'layar belakangnya jg', 'belakangnya jg bs', 'jg bs layar', 'bs layar depanbisa', 'layar depanbisa buka', 'depanbisa buka youtubetiktok', 'buka youtubetiktok dll']"
